Timestamp,LT_ax (m/s²),LT_ay (m/s²),LT_az (m/s²),LS_ax (m/s²),LS_ay (m/s²),LS_az (m/s²),RS_ax (m/s²),RS_ay (m/s²),RS_az (m/s²),RT_ax (m/s²),RT_ay (m/s²),RT_az (m/s²),LT_gx (rad/s),LT_gy (rad/s),LT_gz (rad/s),LS_gx (rad/s),LS_gy (rad/s),LS_gz (rad/s),RS_gx (rad/s),RS_gy (rad/s),RS_gz (rad/s),RT_gx (rad/s),RT_gy (rad/s),RT_gz (rad/s),LT_a_res (m/s²),LS_a_res (m/s²),RS_a_res (m/s²),RT_a_res (m/s²),LT_g_res (rad/s),LS_g_res (rad/s),RS_g_res (rad/s),RT_g_res (rad/s)
2025-03-17 13:35:59.207267,-9.23486,-2.27965,-0.86787,-9.67106,0.29217,-0.00875,-9.57651,-0.07746,-0.46074,-6.49808,6.99904,-1.22887,0.00036,-0.00049,-0.00035,3e-05,-0.00081,0.00022,0.00036,-0.00169,8e-05,-3e-05,-0.00012,0.00028,9.55158,9.67548,9.5879,9.62921,0.0007,0.00084,0.00173,0.00031
2025-03-17 13:35:59.219704,-9.27583,-2.28889,-0.87735,-9.71332,0.29595,-0.00173,-9.61974,-0.05072,-0.47197,-6.515,7.04115,-1.21376,0.00037,-0.00047,-0.00036,6e-05,-0.00082,0.00022,0.0004,-0.00171,8e-05,5e-05,-0.00018,0.00031,9.59426,9.71783,9.63144,9.66934,0.0007,0.00085,0.00176,0.00036
2025-03-17 13:35:59.231884,-9.31075,-2.27426,-0.87991,-9.7476,0.30998,0.00412,-9.65216,-0.04082,-0.47927,-6.52949,7.07101,-1.21364,0.0004,-0.00044,-0.00036,7e-05,-0.00081,0.00022,0.00044,-0.00172,7e-05,0.00012,-0.00023,0.00034,9.62479,9.75253,9.66414,9.70084,0.0007,0.00084,0.00178,0.00043
2025-03-17 13:35:59.243781,-9.33343,-2.27213,-0.88937,-9.77432,0.31403,0.0076,-9.68408,-0.05156,-0.48678,-6.54945,7.0901,-1.24274,0.00047,-0.00041,-0.00035,8e-05,-0.00081,0.00022,0.0005,-0.00173,7e-05,0.00018,-0.00028,0.00038,9.6471,9.77937,9.69644,9.73187,0.00072,0.00084,0.0018,0.00051
2025-03-17 13:35:59.256312,-9.35157,-2.2855,-0.88043,-9.80286,0.30721,-0.00062,-9.7089,-0.06613,-0.48418,-6.57093,7.10227,-1.25836,0.00047,-0.0004,-0.00034,0.0001,-0.00081,0.00022,0.00055,-0.00174,7e-05,0.00021,-0.00031,0.00042,9.66698,9.80767,9.72119,9.75719,0.0007,0.00085,0.00183,0.00056
2025-03-17 13:35:59.268476,-9.37948,-2.31151,-0.88668,-9.82929,0.29482,-0.01055,-9.73019,-0.07851,-0.48808,-6.58907,7.101,-1.26248,0.00049,-0.00038,-0.00032,0.00013,-0.00081,0.00023,0.0006,-0.00174,6e-05,0.00021,-0.00036,0.00046,9.70072,9.83372,9.74274,9.76903,0.0007,0.00085,0.00184,0.00062
2025-03-17 13:35:59.280951,-9.39918,-2.33471,-0.89526,-9.83871,0.28994,-0.01896,-9.73957,-0.08291,-0.48905,-6.60717,7.09664,-1.25597,0.00053,-0.00038,-0.00032,0.00017,-0.0008,0.00023,0.0006,-0.00176,6e-05,0.00023,-0.0004,0.00049,9.7261,9.843,9.75219,9.77724,0.00073,0.00085,0.00186,0.00067
2025-03-17 13:35:59.292726,-9.40393,-2.33389,-0.89471,-9.84648,0.32072,-0.01756,-9.74827,-0.09456,-0.49365,-6.60896,7.09984,-1.26535,0.00053,-0.00039,-0.00031,0.0002,-0.00079,0.00024,0.00058,-0.00176,5e-05,0.00026,-0.00041,0.0005,9.73044,9.85172,9.76122,9.78198,0.00073,0.00085,0.00185,0.0007
2025-03-17 13:35:59.304651,-9.40295,-2.32127,-0.90815,-9.84983,0.3298,-0.01979,-9.75475,-0.09431,-0.49494,-6.62284,7.11437,-1.2597,0.00052,-0.00039,-0.0003,0.00019,-0.00079,0.00025,0.00057,-0.00177,6e-05,0.0003,-0.00042,0.0005,9.72772,9.85537,9.76775,9.80118,0.00072,0.00085,0.00186,0.00072
2025-03-17 13:35:59.316999,-9.40144,-2.3028,-0.92345,-9.85585,0.32438,-0.02301,-9.7683,-0.10919,-0.49406,-6.64065,7.12073,-1.26092,0.00045,-0.00041,-0.0003,0.00016,-0.00079,0.00023,0.00058,-0.00177,8e-05,0.00031,-0.00041,0.0005,9.72331,9.86121,9.7814,9.81799,0.00068,0.00084,0.00186,0.00072
2025-03-17 13:35:59.329475,-9.41052,-2.29329,-0.9278,-9.86474,0.3265,-0.02296,-9.78083,-0.11941,-0.48713,-6.63671,7.12701,-1.25137,0.0004,-0.0004,-0.0003,0.00014,-0.00078,0.00022,0.00058,-0.00177,9e-05,0.00036,-0.00046,0.00048,9.73026,9.87017,9.79368,9.81866,0.00064,0.00082,0.00186,0.00076
2025-03-17 13:35:59.345503,-9.41899,-2.31152,-0.92385,-9.86922,0.33131,-0.01861,-9.77505,-0.10175,-0.48231,-6.64671,7.12031,-1.24803,0.00045,-0.00037,-0.0003,0.00013,-0.00076,0.00022,0.00063,-0.0018,0.0001,0.00039,-0.00051,0.00046,9.74238,9.8748,9.78747,9.82014,0.00066,0.0008,0.00191,0.00079
2025-03-17 13:35:59.357854,-9.42193,-2.31917,-0.92237,-9.87424,0.33564,-0.01153,-9.77785,-0.096,-0.47175,-6.65424,7.11878,-1.25494,0.00049,-0.00034,-0.0003,0.00011,-0.00075,0.00021,0.00064,-0.00181,0.0001,0.00039,-0.00053,0.00042,9.7469,9.87995,9.78969,9.82501,0.00067,0.00079,0.00192,0.00078
2025-03-17 13:35:59.369910,-9.41854,-2.32313,-0.91329,-9.87371,0.33144,-0.01856,-9.78702,-0.13782,-0.46306,-6.66433,7.12378,-1.26022,0.00054,-0.0003,-0.00028,0.00011,-0.00073,0.0002,0.00061,-0.0018,0.00013,0.00036,-0.00053,0.00038,9.74371,9.87929,9.79894,9.83614,0.00068,0.00076,0.0019,0.00074
2025-03-17 13:35:59.382159,-9.41679,-2.32678,-0.90316,-9.87137,0.33048,-0.02705,-9.78934,-0.14686,-0.46018,-6.67408,7.12395,-1.26277,0.00057,-0.00027,-0.00027,0.00012,-0.00071,0.00019,0.0006,-0.00179,0.00016,0.00035,-0.00054,0.00031,9.74195,9.87694,9.80125,9.8432,0.00069,0.00074,0.00189,0.00071
2025-03-17 13:35:59.394046,-9.41132,-2.34238,-0.88835,-9.87405,0.32875,-0.03337,-9.7888,-0.13089,-0.45476,-6.69432,7.12361,-1.24567,0.00061,-0.00023,-0.00025,0.00013,-0.00069,0.00019,0.00065,-0.00178,0.00021,0.00029,-0.00051,0.00026,9.73904,9.87958,9.80023,9.85451,0.0007,0.00073,0.00191,0.00064
2025-03-17 13:35:59.406471,-9.41436,-2.35989,-0.89588,-9.8805,0.30918,-0.04249,-9.79986,-0.13079,-0.46407,-6.67821,7.13673,-1.25209,0.00063,-0.00021,-0.00023,0.00013,-0.00068,0.0002,0.00066,-0.00178,0.00025,0.00025,-0.0005,0.0002,9.74689,9.88543,9.81171,9.85389,0.0007,0.00072,0.00191,0.00059
2025-03-17 13:35:59.418161,-9.41871,-2.36288,-0.89832,-9.88541,0.30429,-0.04763,-9.7953,-0.10727,-0.47176,-6.66436,7.14891,-1.24072,0.00063,-0.00021,-0.00022,0.00015,-0.00067,0.00022,0.00066,-0.00178,0.00028,0.00025,-0.00052,0.00016,9.75204,9.89021,9.80724,9.8519,0.0007,0.00072,0.00192,0.0006
2025-03-17 13:35:59.430042,-9.42099,-2.3593,-0.89525,-9.88361,0.30062,-0.05389,-9.795,-0.08701,-0.47551,-6.65328,7.15602,-1.23377,0.00063,-0.0002,-0.00022,0.00017,-0.00067,0.00023,0.00067,-0.00179,0.00031,0.00021,-0.0005,0.00013,9.75309,9.88833,9.80692,9.8487,0.0007,0.00073,0.00194,0.00056
2025-03-17 13:35:59.442219,-9.42138,-2.36385,-0.89638,-9.88168,0.30463,-0.05987,-9.80051,-0.07344,-0.4778,-6.63461,7.16314,-1.24281,0.00064,-0.00019,-0.00023,0.00019,-0.00066,0.00024,0.00067,-0.0018,0.00032,0.00019,-0.0005,0.00011,9.75468,9.88656,9.81242,9.84242,0.00071,0.00073,0.00195,0.00055
2025-03-17 13:35:59.453897,-9.41571,-2.36319,-0.90063,-9.88277,0.30352,-0.06512,-9.79678,-0.03051,-0.48824,-6.62015,7.17099,-1.22204,0.00068,-0.00017,-0.00024,0.00016,-0.00067,0.00025,0.00067,-0.00181,0.00032,0.00025,-0.00053,0.00012,9.74943,9.88764,9.80899,9.8358,0.00074,0.00073,0.00196,0.0006
2025-03-17 13:35:59.466228,-9.41739,-2.35595,-0.91145,-9.87814,0.29498,-0.07244,-9.79451,-0.00096,-0.49635,-6.61026,7.17368,-1.22218,0.00072,-0.00015,-0.00025,0.00015,-0.00069,0.00026,0.00065,-0.00182,0.00031,0.00029,-0.00054,0.00015,9.75031,9.88281,9.80708,9.83112,0.00078,0.00075,0.00196,0.00063
2025-03-17 13:35:59.477898,-9.41898,-2.33724,-0.90025,-9.87396,0.29939,-0.06776,-9.7939,0.01119,-0.50213,-6.59254,7.18038,-1.24789,0.00074,-0.00014,-0.00027,0.00014,-0.0007,0.00027,0.00061,-0.00183,0.00028,0.00033,-0.00059,0.0002,9.7463,9.87873,9.80677,9.82734,0.0008,0.00076,0.00195,0.0007
2025-03-17 13:35:59.489561,-9.41355,-2.33711,-0.87956,-9.87444,0.30269,-0.05995,-9.79364,0.03073,-0.50435,-6.57213,7.19172,-1.27158,0.00075,-0.00014,-0.00028,0.00014,-0.00072,0.00029,0.00058,-0.00184,0.00023,0.00039,-0.00063,0.00027,9.73913,9.87926,9.80667,9.825,0.00081,0.00079,0.00194,0.00079
2025-03-17 13:35:59.503407,-9.41926,-2.35519,-0.85918,-9.87244,0.2656,-0.05873,-9.79416,0.06359,-0.51403,-6.55175,7.20678,-1.27401,0.00071,-0.00016,-0.00029,0.00013,-0.00076,0.00032,0.00057,-0.00183,0.00018,0.00038,-0.00061,0.00036,9.74718,9.87619,9.80785,9.82274,0.00078,0.00083,0.00193,0.0008
2025-03-17 13:35:59.515135,-9.42238,-2.36798,-0.83977,-9.87873,0.24,-0.04698,-9.79122,0.09801,-0.51699,-6.54549,7.2059,-1.26256,0.00068,-0.00019,-0.0003,0.00017,-0.00079,0.00035,0.00058,-0.00182,0.00011,0.00037,-0.00059,0.00045,9.7516,9.88176,9.80535,9.81644,0.00077,0.00088,0.00191,0.00083
2025-03-17 13:35:59.527475,-9.42872,-2.37989,-0.83261,-9.88376,0.2176,-0.04237,-9.79844,0.08511,-0.5251,-6.55842,7.19276,-1.24837,0.00066,-0.00022,-0.00033,0.00028,-0.00081,0.0004,0.00046,-0.00182,2e-05,0.00036,-0.00055,0.00056,9.76001,9.88625,9.81287,9.81362,0.00077,0.00095,0.00188,0.00086
2025-03-17 13:35:59.539235,-9.42923,-2.37482,-0.8355,-9.88516,0.24515,-0.04012,-9.80781,0.04488,-0.52775,-6.5793,7.18631,-1.27124,0.00067,-0.00026,-0.00035,0.00042,-0.00082,0.00045,0.00027,-0.00184,-5e-05,0.00038,-0.00054,0.00066,9.75952,9.88828,9.8221,9.8258,0.0008,0.00103,0.00186,0.00093
2025-03-17 13:35:59.551274,-9.42343,-2.37029,-0.87371,-9.87814,0.2825,-0.04478,-9.81171,-0.00167,-0.5574,-6.60055,7.18307,-1.30796,0.00072,-0.00027,-0.00037,0.00052,-0.00083,0.00049,0.00012,-0.00187,-0.0001,0.00042,-0.00054,0.00073,9.75616,9.88228,9.82753,9.84249,0.00085,0.0011,0.00188,0.001
2025-03-17 13:35:59.563589,-9.40969,-2.33794,-0.91623,-9.86821,0.34109,-0.04802,-9.8268,0.01901,-0.60265,-6.61516,7.18047,-1.3481,0.00076,-0.00028,-0.00039,0.00062,-0.00081,0.00052,-0.00019,-0.00195,-0.00011,0.00046,-0.00054,0.00079,9.73898,9.87422,9.84528,9.8558,0.0009,0.00114,0.00196,0.00106
2025-03-17 13:35:59.575286,-9.37836,-2.30896,-0.94643,-9.83946,0.36883,-0.05349,-9.84222,0.04607,-0.7159,-6.62182,7.18581,-1.39362,0.00087,-0.00021,-0.00038,0.00075,-0.00071,0.00058,-0.00039,-0.00201,-0.00013,0.00047,-0.00036,0.00086,9.70467,9.84652,9.86833,9.87049,0.00097,0.00118,0.00205,0.00104
2025-03-17 13:35:59.587203,-9.32411,-2.27859,-0.96149,-9.82315,0.37618,-0.08826,-9.87417,0.06557,-0.84263,-6.64126,7.15994,-1.4061,0.00095,-0.00013,-0.00035,0.00126,-0.00047,0.00063,-0.00082,-0.00206,-0.00013,0.00052,-0.00012,0.00097,9.64653,9.83075,9.91028,9.86652,0.00102,0.00149,0.00222,0.00111
2025-03-17 13:35:59.599246,-9.29195,-2.24497,-0.91061,-9.913,0.40024,0.02582,-9.84446,0.08093,-0.84351,-6.65802,7.09617,-1.39766,0.00102,-6e-05,-0.0003,0.00169,-0.00039,0.0007,-0.00121,-0.00204,-0.00014,0.00059,0.00016,0.0011,9.60257,9.92111,9.88086,9.83048,0.00106,0.00187,0.00238,0.00126
2025-03-17 13:35:59.610985,-9.30187,-2.23123,-0.80601,-9.96789,0.34939,0.05966,-9.81304,0.07408,-0.82125,-6.68314,7.03701,-1.33324,0.0011,2e-05,-0.00022,0.00161,-0.00051,0.00082,-0.00144,-0.00206,-0.00013,0.0007,0.00041,0.00124,9.59963,9.97419,9.84762,9.79599,0.00112,0.00188,0.00252,0.00148
2025-03-17 13:35:59.623340,-9.37442,-2.26522,-0.71372,-9.98308,0.25271,0.01016,-9.79005,0.03988,-0.68476,-6.72933,7.07153,-1.26592,0.00103,0.0,-0.00016,0.00135,-0.00073,0.00096,-0.0017,-0.00204,-0.0001,0.00083,0.00061,0.00137,9.67059,9.98628,9.81405,9.84342,0.00104,0.00181,0.00266,0.00171
2025-03-17 13:35:59.635271,-9.42337,-2.34889,-0.66597,-9.99117,0.2316,0.03469,-9.77166,-0.01978,-0.55307,-6.79786,7.10057,-1.20823,0.00098,-3e-05,-0.00013,0.00096,-0.0009,0.00115,-0.00204,-0.00186,-0.0,0.00089,0.00076,0.00147,9.73451,9.99391,9.78732,9.90398,0.00099,0.00175,0.00276,0.00188
2025-03-17 13:35:59.647099,-9.43429,-2.48593,-0.67754,-9.98736,0.22692,0.04019,-9.76676,-0.05267,-0.35344,-6.85819,7.114,-1.17356,0.00097,-8e-05,-0.00015,0.00094,-0.00099,0.00142,-0.00245,-0.00166,0.00011,0.00079,0.00088,0.00152,9.77981,9.99002,9.77329,9.95093,0.00098,0.00197,0.00296,0.00193
2025-03-17 13:35:59.660978,-9.38966,-2.61662,-0.77845,-10.01015,0.25762,0.11064,-9.75758,-0.08521,-0.1935,-6.87534,7.11253,-1.11305,0.00114,-0.00016,-0.00023,0.00124,-0.00099,0.00173,-0.00276,-0.00149,0.00024,0.00051,0.00102,0.0014,9.77847,10.01408,9.75987,9.95476,0.00117,0.00235,0.00315,0.00181
2025-03-17 13:35:59.672822,-9.36976,-2.74726,-0.89506,-10.03149,0.33699,0.17944,-9.71936,-0.05094,-0.16629,-6.78044,7.12572,-1.08402,0.00145,-0.00014,-0.00028,0.00201,-0.00078,0.00211,-0.00319,-0.00134,0.00037,0.00015,0.00121,0.00123,9.80515,10.03875,9.72092,9.89572,0.00148,0.00302,0.00348,0.00173
2025-03-17 13:35:59.685384,-9.36651,-2.85248,-1.0106,-10.07895,0.42417,0.22467,-9.70746,0.00328,-0.18472,-6.68537,7.1401,-1.08161,0.00183,-6e-05,-0.00029,0.00298,-0.00058,0.00245,-0.00395,-0.00112,0.00045,-0.00023,0.00143,0.00106,9.84324,10.09037,9.70922,9.84099,0.00185,0.0039,0.00413,0.00179
2025-03-17 13:35:59.697229,-9.37636,-2.91369,-1.06978,-10.11477,0.51257,0.24817,-9.71516,0.02918,-0.25688,-6.61242,7.15017,-1.10577,0.00244,0.00016,-0.00023,0.00408,-0.00042,0.00279,-0.00481,-0.00086,0.00051,-0.00056,0.00161,0.00094,9.87675,10.13079,9.7186,9.80162,0.00246,0.00496,0.00491,0.00195
2025-03-17 13:35:59.709071,-9.39262,-2.81981,-1.13148,-10.05967,0.55435,0.10593,-9.74238,0.01617,-0.3955,-6.58828,7.16731,-1.16721,0.00303,0.00039,-0.00017,0.00529,-0.00017,0.00314,-0.0052,-0.00067,0.00053,-0.00064,0.00161,0.00093,9.87182,10.07549,9.75042,9.80501,0.00306,0.00615,0.00527,0.00197
2025-03-17 13:35:59.721364,-9.36422,-2.6765,-1.24664,-9.96223,0.64734,-0.02054,-9.76798,-0.00621,-0.50017,-6.55868,7.1973,-1.25034,0.00369,0.00065,-8e-05,0.00628,8e-05,0.00333,-0.00525,-0.00057,0.00054,-0.00062,0.00154,0.00097,9.81868,9.98326,9.78078,9.81737,0.00375,0.00711,0.00531,0.00192
2025-03-17 13:35:59.733302,-9.32285,-2.54535,-1.35958,-9.87208,0.73514,-0.16837,-9.79684,-0.04086,-0.57936,-6.53428,7.21674,-1.34651,0.00445,0.00101,0.0001,0.00692,0.00035,0.00345,-0.00493,-0.00053,0.00054,-0.00052,0.00145,0.00103,9.75924,9.90085,9.81404,9.82808,0.00456,0.00774,0.00499,0.00185
2025-03-17 13:35:59.745659,-9.34956,-2.47632,-1.42123,-9.81934,0.78504,-0.28473,-9.8338,-0.07241,-0.57092,-6.54587,7.21268,-1.4146,0.00528,0.00159,0.00033,0.00742,0.00059,0.00342,-0.00422,-0.00064,0.0005,-0.00027,0.00121,0.00109,9.7758,9.85479,9.85063,9.84237,0.00552,0.00819,0.0043,0.00165
2025-03-17 13:35:59.757371,-9.38817,-2.42301,-1.41096,-9.82477,0.84148,-0.31129,-9.84543,-0.10698,-0.54384,-6.60491,7.17449,-1.43652,0.00589,0.00204,0.00054,0.00728,0.00066,0.00312,-0.00352,-0.00077,0.00047,2e-05,0.00086,0.00111,9.79793,9.86565,9.86102,9.85707,0.00626,0.00795,0.00363,0.0014
2025-03-17 13:35:59.769067,-9.43101,-2.34686,-1.32689,-9.83963,0.76722,-0.25813,-9.84803,-0.13177,-0.5059,-6.63851,7.14968,-1.44377,0.00636,0.00238,0.00071,0.00694,0.00054,0.00275,-0.00286,-0.00092,0.00046,0.00036,0.0004,0.00108,9.80879,9.87287,9.8619,9.86267,0.00683,0.00748,0.00304,0.00121
2025-03-17 13:35:59.781468,-9.47199,-2.22924,-1.20843,-9.84076,0.61497,-0.21296,-9.84724,-0.15423,-0.48416,-6.66132,7.14491,-1.43498,0.00662,0.00257,0.00086,0.00651,0.00039,0.00241,-0.00222,-0.00108,0.0005,0.00073,-0.00011,0.00099,9.80553,9.86226,9.86034,9.8733,0.00715,0.00695,0.00252,0.00123
2025-03-17 13:35:59.793232,-9.53803,-2.04014,-1.0572,-9.84094,0.46063,-0.19406,-9.83775,-0.13726,-0.46725,-6.65922,7.17794,-1.38535,0.00654,0.00266,0.00093,0.00606,0.00028,0.0021,-0.00144,-0.00126,0.00053,0.00107,-0.00066,0.00083,9.81091,9.85363,9.8498,9.88874,0.00712,0.00642,0.00199,0.00151
2025-03-17 13:35:59.805406,-9.59972,-1.88072,-0.91611,-9.80209,0.35463,-0.28374,-9.8383,-0.12967,-0.45468,-6.63434,7.22136,-1.35259,0.00603,0.0026,0.00095,0.00507,0.00012,0.00164,-0.00064,-0.00144,0.00056,0.00132,-0.00112,0.00065,9.82502,9.81261,9.84965,9.89909,0.00664,0.00533,0.00167,0.00185
2025-03-17 13:35:59.818926,-9.6438,-1.77856,-0.7994,-9.77938,0.28322,-0.3452,-9.8306,-0.11594,-0.41949,-6.58907,7.26494,-1.33427,0.00488,0.00226,0.00091,0.00389,7e-05,0.0011,0.00025,-0.00158,0.00059,0.00149,-0.00151,0.00046,9.83896,9.78957,9.84023,9.89826,0.00545,0.00404,0.0017,0.00217
2025-03-17 13:35:59.830877,-9.6494,-1.78991,-0.6948,-9.80476,0.23328,-0.34148,-9.80578,-0.05279,-0.39446,-6.51193,7.29431,-1.33207,0.00372,0.00185,0.00088,0.00241,3e-05,0.00052,0.00099,-0.0017,0.00059,0.00146,-0.00175,0.00021,9.83857,9.81348,9.81385,9.86846,0.00425,0.00247,0.00205,0.00229
2025-03-17 13:35:59.843731,-9.62038,-1.91432,-0.65897,-9.77099,0.10239,-0.389,-9.79405,0.0262,-0.40195,-6.46075,7.32139,-1.34298,0.00264,0.00146,0.00084,0.00115,5e-05,0.00014,0.00149,-0.0018,0.00057,0.00133,-0.00189,-0.0,9.8311,9.77927,9.80233,9.85635,0.00313,0.00116,0.00241,0.00231
