Timestamp,LF_ax (m/s²),LF_ay (m/s²),LF_az (m/s²),RF_ax (m/s²),RF_ay (m/s²),RF_az (m/s²),LF_gx (rad/s),LF_gy (rad/s),LF_gz (rad/s),RF_gx (rad/s),RF_gy (rad/s),RF_gz (rad/s),LF_a_res (m/s²),RF_a_res (m/s²),LF_g_res (rad/s),RF_g_res (rad/s)
2025-03-22 20:04:44.602543,-5.13875,-0.71769,8.42904,-5.34342,4.04532,7.34898,0.00021,-0.00031,0.00043,0.00023,-0.0008,0.00013,9.89801,9.94607,0.00057,0.00084
2025-03-22 20:04:44.612632,-5.14207,-0.71007,8.42538,-5.33595,4.05532,7.34742,0.00018,-0.00031,0.00041,0.00023,-0.0008,0.00013,9.89607,9.94498,0.00054,0.00084
2025-03-22 20:04:44.622715,-5.14424,-0.70875,8.42414,-5.33093,4.0638,7.34689,0.00012,-0.00031,0.00039,0.00022,-0.0008,0.00013,9.89604,9.94535,0.00051,0.00084
2025-03-22 20:04:44.632794,-5.14814,-0.71368,8.42338,-5.32716,4.06771,7.34862,7e-05,-0.0003,0.00038,0.0002,-0.0008,0.00013,9.89778,9.94621,0.00049,0.00083
2025-03-22 20:04:44.642885,-5.15077,-0.71691,8.41822,-5.32917,4.06701,7.35,3e-05,-0.00029,0.00037,0.00017,-0.00079,0.00012,9.89499,9.94802,0.00047,0.00082
2025-03-22 20:04:44.652966,-5.15025,-0.7226,8.41745,-5.32934,4.06884,7.34896,1e-05,-0.00028,0.00037,0.00015,-0.00078,0.00012,9.89448,9.94809,0.00046,0.0008
2025-03-22 20:04:44.663047,-5.15031,-0.71519,8.41659,-5.32588,4.07127,7.35027,-1e-05,-0.00028,0.00037,0.00012,-0.00078,0.00012,9.89324,9.9482,0.00046,0.0008
2025-03-22 20:04:44.673125,-5.15108,-0.70471,8.41495,-5.32503,4.07416,7.3518,-4e-05,-0.00028,0.00037,0.0001,-0.00077,0.00012,9.89149,9.95006,0.00047,0.00079
2025-03-22 20:04:44.683212,-5.15265,-0.69633,8.41603,-5.32388,4.07744,7.35327,-8e-05,-0.00029,0.00036,7e-05,-0.00076,0.0001,9.89264,9.95187,0.00047,0.00077
2025-03-22 20:04:44.693287,-5.15366,-0.69082,8.41593,-5.32391,4.07742,7.35061,-0.00014,-0.00031,0.00034,4e-05,-0.00075,9e-05,9.89269,9.94992,0.00048,0.00076
2025-03-22 20:04:44.703364,-5.15806,-0.69455,8.41466,-5.32752,4.07334,7.35112,-0.0002,-0.00032,0.00033,1e-05,-0.00074,7e-05,9.89416,9.95055,0.0005,0.00074
2025-03-22 20:04:44.713447,-5.15704,-0.70352,8.41484,-5.32706,4.0763,7.35128,-0.00025,-0.00032,0.00031,-1e-05,-0.00074,5e-05,9.89442,9.95164,0.00051,0.00074
2025-03-22 20:04:44.723523,-5.15383,-0.70423,8.41642,-5.32454,4.07867,7.35309,-0.00029,-0.00032,0.00029,-4e-05,-0.00073,4e-05,9.89414,9.9526,0.00052,0.00073
2025-03-22 20:04:44.733605,-5.15389,-0.70959,8.41553,-5.32564,4.07673,7.35286,-0.00033,-0.00032,0.00028,-5e-05,-0.00072,3e-05,9.8938,9.95222,0.00054,0.00072
2025-03-22 20:04:44.743703,-5.15538,-0.70717,8.41649,-5.3246,4.07567,7.35316,-0.00036,-0.00032,0.00027,-7e-05,-0.00072,2e-05,9.89522,9.95145,0.00055,0.00072
2025-03-22 20:04:44.753775,-5.1513,-0.70643,8.4175,-5.32065,4.07792,7.35244,-0.0004,-0.00033,0.00025,-0.0001,-0.00073,-0.0,9.8939,9.94973,0.00058,0.00074
2025-03-22 20:04:44.763853,-5.15498,-0.71039,8.41663,-5.32037,4.08523,7.3509,-0.00044,-0.00034,0.00023,-0.00015,-0.00073,-4e-05,9.89536,9.95144,0.0006,0.00075
2025-03-22 20:04:44.773934,-5.1572,-0.71619,8.4169,-5.3235,4.08509,7.34633,-0.00048,-0.00035,0.00021,-0.0002,-0.00075,-8e-05,9.89716,9.94968,0.00063,0.00078
2025-03-22 20:04:44.784014,-5.15276,-0.73088,8.41687,-5.32289,4.08809,7.34649,-0.00052,-0.00036,0.00019,-0.00025,-0.00077,-0.00012,9.8959,9.95071,0.00066,0.00082
2025-03-22 20:04:44.794091,-5.15232,-0.74311,8.41565,-5.32718,4.08715,7.34663,-0.00054,-0.00037,0.00018,-0.00031,-0.00077,-0.00015,9.89554,9.95272,0.00068,0.00084
2025-03-22 20:04:44.804167,-5.14933,-0.75146,8.41372,-5.33445,4.08399,7.34721,-0.00054,-0.00038,0.00017,-0.00037,-0.00078,-0.00018,9.89298,9.95574,0.00068,0.00088
2025-03-22 20:04:44.814250,-5.14742,-0.75287,8.4148,-5.33859,4.07286,7.35271,-0.00054,-0.00039,0.00016,-0.00041,-0.00079,-0.00019,9.89301,9.95746,0.00069,0.00091
2025-03-22 20:04:44.824327,-5.1392,-0.75376,8.42022,-5.34046,4.06515,7.35614,-0.00054,-0.00041,0.00015,-0.00044,-0.00079,-0.0002,9.89341,9.95785,0.00069,0.00093
2025-03-22 20:04:44.834405,-5.13357,-0.7449,8.42575,-5.34364,4.05108,7.36392,-0.00056,-0.00043,0.00013,-0.00045,-0.00079,-0.0002,9.89453,9.95957,0.00072,0.00093
2025-03-22 20:04:44.844489,-5.1341,-0.73638,8.42897,-5.34689,4.03887,7.36798,-0.00059,-0.00044,9e-05,-0.00044,-0.00079,-0.0002,9.89691,9.95936,0.00074,0.00093
2025-03-22 20:04:44.854565,-5.12973,-0.7298,8.43323,-5.34926,4.0303,7.3722,-0.00065,-0.00045,4e-05,-0.00043,-0.0008,-0.0002,9.89778,9.96028,0.00079,0.00093
2025-03-22 20:04:44.864644,-5.12767,-0.73387,8.43352,-5.35163,4.02799,7.36934,-0.00074,-0.00046,-2e-05,-0.0004,-0.00084,-0.00021,9.89726,9.9585,0.00087,0.00095
2025-03-22 20:04:44.874727,-5.12651,-0.74072,8.42682,-5.35712,4.02638,7.36203,-0.00082,-0.00047,-8e-05,-0.00035,-0.00089,-0.00023,9.89146,9.9554,0.00095,0.00098
2025-03-22 20:04:44.884804,-5.11217,-0.75935,8.42648,-5.35576,4.03155,7.35475,-0.00087,-0.0005,-0.00012,-0.00027,-0.0009,-0.00025,9.88516,9.95138,0.00101,0.00097
2025-03-22 20:04:44.894883,-5.10405,-0.79388,8.42741,-5.35396,4.03713,7.35922,-0.00088,-0.00052,-0.00014,-0.00019,-0.00086,-0.00028,9.88447,9.95597,0.00103,0.00092
2025-03-22 20:04:44.904975,-5.10426,-0.82581,8.42695,-5.36186,4.03752,7.35824,-0.00082,-0.00055,-8e-05,-0.00014,-0.00078,-0.00036,9.88681,9.95966,0.00099,0.00087
2025-03-22 20:04:44.915050,-5.1061,-0.83868,8.423,-5.37056,4.03735,7.3589,-0.00066,-0.0006,-0.0,-0.00016,-0.00071,-0.00043,9.88547,9.96476,0.00089,0.00085
2025-03-22 20:04:44.925128,-5.1114,-0.85112,8.42558,-5.39093,4.00851,7.36038,-0.00052,-0.00064,6e-05,-0.00025,-0.00066,-0.0005,9.89147,9.96521,0.00083,0.00086
2025-03-22 20:04:44.935223,-5.12832,-0.82925,8.4286,-5.39406,3.97873,7.37281,-0.0004,-0.00067,0.00012,-0.00034,-0.00064,-0.0006,9.90094,9.96416,0.00079,0.00094
2025-03-22 20:04:44.945297,-5.14569,-0.82324,8.43006,-5.37646,3.96352,7.40429,-0.00033,-0.00069,0.00017,-0.00036,-0.00066,-0.00073,9.91069,9.97193,0.00078,0.00105
2025-03-22 20:04:44.955374,-5.15264,-0.82083,8.43434,-5.32769,3.71734,7.50772,-0.0003,-0.00069,0.00021,-0.00024,-0.00089,-0.00106,9.91774,9.92818,0.00078,0.0014
2025-03-22 20:04:44.965470,-5.16084,-0.82464,8.43728,-5.32265,4.24781,7.26384,-0.00027,-0.00068,0.00026,-0.00014,-0.00097,-0.00115,9.92482,9.9568,0.00078,0.00151
2025-03-22 20:04:44.975545,-5.16405,-0.84276,8.43724,-5.31168,3.8804,7.43126,-0.00026,-0.00066,0.00032,-0.00053,-0.00064,-0.00098,9.92797,9.92447,0.00078,0.00128
2025-03-22 20:04:44.985630,-5.15967,-0.85894,8.43649,-5.26175,4.05284,7.36993,-0.00022,-0.00061,0.00038,-0.0005,-0.0006,-0.00084,9.92645,9.92106,0.00075,0.00115
2025-03-22 20:04:44.995787,-5.15785,-0.86015,8.4335,-5.25769,4.01683,7.39577,-0.00018,-0.00055,0.00044,-0.00061,-0.00049,-0.00064,9.92306,9.92349,0.00073,0.00101
2025-03-22 20:04:45.005822,-5.15639,-0.85825,8.42872,-5.26618,4.01482,7.39609,-0.00013,-0.00049,0.00049,-0.00066,-0.00044,-0.00048,9.91808,9.92742,0.00071,0.00093
2025-03-22 20:04:45.015898,-5.15402,-0.8541,8.42752,-5.29067,4.01584,7.38607,-8e-05,-0.00044,0.00053,-0.0007,-0.00042,-0.00032,9.91547,9.93339,0.00069,0.00088
2025-03-22 20:04:45.025984,-5.14974,-0.84527,8.42752,-5.30189,3.99919,7.3924,-5e-05,-0.00039,0.00055,-0.00075,-0.0004,-0.00017,9.91249,9.93736,0.00068,0.00087
2025-03-22 20:04:45.036056,-5.1456,-0.84778,8.42561,-5.32426,3.9909,7.38192,-4e-05,-0.00034,0.00056,-0.00078,-0.00036,-7e-05,9.90893,9.9382,0.00066,0.00086
2025-03-22 20:04:45.046130,-5.13917,-0.85171,8.42551,-5.34264,3.9814,7.38119,-2e-05,-0.00028,0.00058,-0.00079,-0.0003,-0.0,9.90584,9.94371,0.00064,0.00085
2025-03-22 20:04:45.056213,-5.1314,-0.85293,8.42663,-5.35782,3.96183,7.3842,1e-05,-0.00019,0.00058,-0.00079,-0.00024,8e-05,9.90287,9.94629,0.00061,0.00083
2025-03-22 20:04:45.066992,-5.12589,-0.85941,8.41867,-5.36686,3.94306,7.38014,3e-05,-0.00011,0.00058,-0.00073,-0.00018,0.00016,9.8938,9.94069,0.00059,0.00077
2025-03-22 20:04:45.077066,-5.12149,-0.8591,8.41901,-5.3748,3.95963,7.37019,6e-05,-6e-05,0.00058,-0.00065,-0.00015,0.00023,9.89179,9.94419,0.00059,0.00071
2025-03-22 20:04:45.087150,-5.1151,-0.86076,8.41951,-5.37278,3.97481,7.36965,9e-05,-1e-05,0.00058,-0.00061,-0.00014,0.00027,9.88905,9.94875,0.00059,0.00068
2025-03-22 20:04:45.097227,-5.11023,-0.87166,8.41729,-5.3738,3.99963,7.36013,0.00012,2e-05,0.00058,-0.0006,-0.00016,0.00028,9.8856,9.9522,0.00059,0.00068
2025-03-22 20:04:45.107305,-5.09795,-0.87918,8.41909,-5.37581,4.03121,7.34916,0.00016,4e-05,0.00058,-0.00065,-0.0002,0.00023,9.88145,9.95792,0.0006,0.00072
2025-03-22 20:04:45.117396,-5.09268,-0.87084,8.42126,-5.38484,4.03541,7.34398,0.00021,6e-05,0.00058,-0.00075,-0.00026,0.00015,9.87985,9.96068,0.00062,0.00081
2025-03-22 20:04:45.127474,-5.09875,-0.85651,8.41964,-5.3978,4.02562,7.34437,0.00023,7e-05,0.00056,-0.00085,-0.00033,5e-05,9.88034,9.96402,0.00061,0.00091
2025-03-22 20:04:45.137550,-5.10002,-0.84481,8.42169,-5.40123,4.00247,7.35091,0.00023,6e-05,0.00053,-0.00094,-0.00041,-2e-05,9.88174,9.96137,0.00058,0.00103
2025-03-22 20:04:45.147627,-5.09792,-0.84383,8.42525,-5.40134,3.98012,7.36356,0.0002,5e-05,0.00049,-0.00101,-0.00049,-9e-05,9.88361,9.96182,0.00053,0.00113
2025-03-22 20:04:45.157710,-5.10055,-0.855,8.41996,-5.40813,3.96057,7.36962,0.00015,4e-05,0.00044,-0.00106,-0.00055,-0.00014,9.88141,9.96219,0.00047,0.0012
2025-03-22 20:04:45.167784,-5.10529,-0.86801,8.41238,-5.41213,3.95713,7.37254,0.00012,2e-05,0.0004,-0.00111,-0.00059,-0.00017,9.87854,9.96516,0.00042,0.00127
2025-03-22 20:04:45.177888,-5.11338,-0.87818,8.40632,-5.40289,3.95725,7.38039,0.0001,-1e-05,0.00036,-0.00117,-0.00061,-0.0002,9.87847,9.966,0.00037,0.00133
2025-03-22 20:04:45.187957,-5.12153,-0.8844,8.3962,-5.4175,3.96165,7.37087,0.00011,-6e-05,0.00032,-0.00125,-0.00061,-0.00023,9.87463,9.96864,0.00034,0.00141
2025-03-22 20:04:45.198068,-5.13164,-0.87812,8.38883,-5.42393,3.95608,7.37115,0.00015,-0.00014,0.00028,-0.00134,-0.00061,-0.00025,9.87306,9.97013,0.00035,0.00149
2025-03-22 20:04:45.208136,-5.14213,-0.84487,8.38843,-5.42262,3.94181,7.3788,0.00016,-0.00023,0.00023,-0.00145,-0.00061,-0.00026,9.87528,9.96942,0.00036,0.00159
2025-03-22 20:04:45.218210,-5.14572,-0.80224,8.3929,-5.42946,3.91987,7.38587,0.00011,-0.00032,0.00015,-0.00157,-0.00059,-0.00027,9.87739,9.96973,0.00037,0.0017
2025-03-22 20:04:45.228277,-5.14095,-0.79062,8.40413,-5.42273,3.91859,7.40134,1e-05,-0.00041,6e-05,-0.00169,-0.00056,-0.00029,9.88351,9.97703,0.00041,0.0018
2025-03-22 20:04:45.238389,-5.13569,-0.81196,8.41312,-5.42812,3.90105,7.40654,-0.00011,-0.00048,-2e-05,-0.00181,-0.00053,-0.00034,9.89016,9.97695,0.00049,0.00192
2025-03-22 20:04:45.248468,-5.12765,-0.86205,8.41145,-5.42548,3.90019,7.40686,-0.00021,-0.00055,-9e-05,-0.00191,-0.00049,-0.00039,9.8888,9.97541,0.0006,0.00201
2025-03-22 20:04:45.258536,-5.12266,-0.90954,8.41131,-5.41716,3.91409,7.39947,-0.00021,-0.0006,-0.0001,-0.00203,-0.00045,-0.00045,9.89035,9.97085,0.00064,0.00213
2025-03-22 20:04:45.268651,-5.11819,-0.93533,8.41216,-5.41002,3.90702,7.40217,-0.00015,-0.00065,-7e-05,-0.00216,-0.00042,-0.00052,9.89117,9.96621,0.00067,0.00226
2025-03-22 20:04:45.278729,-5.11844,-0.97463,8.40925,-5.39521,3.90209,7.40194,-2e-05,-0.00071,1e-05,-0.00229,-0.0004,-0.00059,9.89261,9.95607,0.00071,0.0024
2025-03-22 20:04:45.288797,-5.12175,-0.98668,8.41147,-5.37475,3.87996,7.41682,0.00018,-0.00076,0.00011,-0.00241,-0.00039,-0.00067,9.89741,9.94742,0.00079,0.00253
2025-03-22 20:04:45.298861,-5.12727,-0.99872,8.4154,-5.38016,3.84957,7.42825,0.00042,-0.00082,0.00024,-0.00251,-0.00037,-0.00072,9.90481,9.94707,0.00095,0.00264
2025-03-22 20:04:45.308943,-5.13049,-1.00093,8.42524,-5.40148,3.84057,7.42663,0.00071,-0.00087,0.00039,-0.00262,-0.00036,-0.00079,9.91506,9.95393,0.00119,0.00276
2025-03-22 20:04:45.319004,-5.13355,-0.98786,8.4391,-5.42619,3.84534,7.41816,0.00101,-0.0009,0.00055,-0.00277,-0.00039,-0.00088,9.92711,9.96289,0.00146,0.00293
2025-03-22 20:04:45.329070,-5.13647,-0.97071,8.44922,-5.44261,3.86997,7.4042,0.00132,-0.00093,0.00071,-0.003,-0.00044,-0.00102,9.93554,9.971,0.00176,0.0032
2025-03-22 20:04:45.339151,-5.13641,-0.95603,8.46068,-5.45861,3.84182,7.41361,0.00166,-0.00092,0.00089,-0.00328,-0.00051,-0.00116,9.94383,9.97585,0.0021,0.00352
2025-03-22 20:04:45.349212,-5.10048,-0.93184,8.46984,-5.46567,3.8394,7.42233,0.00201,-0.00084,0.0011,-0.00359,-0.00059,-0.00133,9.93083,9.98527,0.00244,0.00387
2025-03-22 20:04:45.359277,-5.06024,-0.90938,8.49033,-5.47132,3.84344,7.42692,0.00232,-0.00067,0.00126,-0.00393,-0.00066,-0.00153,9.92566,9.99332,0.00272,0.00427
2025-03-22 20:04:45.369408,-5.07352,-0.86988,8.50265,-5.48685,3.75073,7.44279,0.00257,-0.00045,0.00139,-0.00426,-0.00074,-0.0017,9.93943,9.97841,0.00296,0.00465
2025-03-22 20:04:45.379470,-5.08079,-0.84856,8.52017,-5.49114,3.66531,7.45549,0.00281,-0.00018,0.00152,-0.00444,-0.00083,-0.00178,9.95629,9.95849,0.0032,0.00485
2025-03-22 20:04:45.389533,-5.08254,-0.81931,8.53968,-5.45987,3.58453,7.49006,0.00303,0.00014,0.00165,-0.00434,-0.00089,-0.00174,9.97144,9.93781,0.00345,0.00476
2025-03-22 20:04:45.399610,-5.07628,-0.81649,8.55506,-5.4461,3.47995,7.53446,0.00322,0.00054,0.00179,-0.00404,-0.00093,-0.00161,9.9812,9.92664,0.00372,0.00445
2025-03-22 20:04:45.409669,-5.08252,-0.79556,8.57813,-5.45471,3.41159,7.55395,0.00341,0.00102,0.00198,-0.00363,-0.00094,-0.00143,10.00246,9.92245,0.00407,0.00401
2025-03-22 20:04:45.419734,-5.08392,-0.74748,8.615,-5.45657,3.34591,7.58222,0.00353,0.00162,0.00221,-0.00315,-0.00096,-0.00122,10.03111,9.92267,0.00447,0.00351
2025-03-22 20:04:45.429810,-5.10299,-0.68556,8.65216,-5.46547,3.30029,7.59886,0.00354,0.00238,0.0025,-0.0026,-0.001,-0.00098,10.06829,9.92502,0.00494,0.00295
2025-03-22 20:04:45.439871,-5.1058,-0.63339,8.64648,-5.4714,3.31597,7.60762,0.00345,0.00319,0.00279,-0.00203,-0.00102,-0.00075,10.06141,9.94021,0.00546,0.00239
2025-03-22 20:04:45.449935,-5.13437,-0.60458,8.62302,-5.48165,3.43834,7.57659,0.00333,0.00382,0.00301,-0.00156,-0.00103,-0.00061,10.05404,9.9637,0.00589,0.00197
2025-03-22 20:04:45.460022,-5.15221,-0.56717,8.58943,-5.48506,3.49867,7.55894,0.00328,0.00424,0.00316,-0.0013,-0.00104,-0.0006,10.03221,9.97317,0.00622,0.00177
2025-03-22 20:04:45.470122,-5.16671,-0.53198,8.558,-5.51028,3.57229,7.53812,0.00324,0.00458,0.00325,-0.00119,-0.00104,-0.00067,10.01086,9.99738,0.00648,0.00172
2025-03-22 20:04:45.480186,-5.17018,-0.47177,8.51659,-5.51515,3.69796,7.49969,0.00318,0.00488,0.00325,-0.00127,-0.00105,-0.00085,9.97425,10.01684,0.00667,0.00185
2025-03-22 20:04:45.490258,-5.17846,-0.4279,8.4794,-5.49583,3.73723,7.49096,0.00308,0.00517,0.00316,-0.00158,-0.00104,-0.00111,9.94484,10.01427,0.0068,0.00219
2025-03-22 20:04:45.500322,-5.1992,-0.41794,8.44988,-5.49257,3.6849,7.49259,0.00285,0.00552,0.00307,-0.00197,-0.00099,-0.00138,9.9301,9.99428,0.00693,0.0026
2025-03-22 20:04:45.510386,-5.20574,-0.48869,8.41669,-5.46676,3.57795,7.51949,0.00272,0.00588,0.003,-0.00226,-0.00092,-0.00153,9.90854,9.96142,0.00714,0.00288
2025-03-22 20:04:45.520448,-5.24064,-0.54529,8.37914,-5.41213,3.46032,7.57548,0.00269,0.00619,0.00292,-0.00235,-0.00086,-0.00153,9.89806,9.93241,0.00735,0.00293
2025-03-22 20:04:45.530535,-5.30302,-0.56161,8.35819,-5.39379,3.34589,7.62505,0.00277,0.00645,0.00287,-0.00222,-0.0008,-0.0014,9.91447,9.92116,0.00758,0.00274
2025-03-22 20:04:45.540598,-5.35987,-0.53591,8.30505,-5.40186,3.234,7.65872,0.00287,0.00657,0.00282,-0.00191,-0.0007,-0.00106,9.89895,9.91438,0.0077,0.00229
2025-03-22 20:04:45.550662,-5.40678,-0.50147,8.25178,-5.42577,3.1744,7.65001,0.00297,0.0066,0.00275,-0.00134,-0.00059,-0.00072,9.87809,9.90144,0.00774,0.00163
2025-03-22 20:04:45.560730,-5.45866,-0.52058,8.21179,-5.4729,3.17218,7.63466,0.00322,0.00656,0.00262,-0.00082,-0.00052,-0.00042,9.87428,9.91481,0.00776,0.00106
2025-03-22 20:04:45.570794,-5.45638,-0.34276,8.10371,-5.51084,3.20462,7.60875,0.0036,0.0065,0.0024,-0.00035,-0.00051,-0.00016,9.77546,9.92633,0.00781,0.00064
2025-03-22 20:04:45.580858,-5.53424,-0.38428,8.08209,-5.53737,3.25953,7.58371,0.00355,0.00647,0.00225,4e-05,-0.00055,5e-05,9.80284,9.9398,0.00772,0.00055
2025-03-22 20:04:45.590929,-5.55034,-0.36174,8.03991,-5.5361,3.29652,7.57421,0.00373,0.00635,0.0021,0.00032,-0.00058,0.00019,9.77636,9.94405,0.00766,0.00069
2025-03-22 20:04:45.600991,-5.60462,-0.31021,8.01885,-5.53101,3.28184,7.58264,0.00398,0.00624,0.00198,0.00051,-0.0006,0.00029,9.78826,9.94279,0.00766,0.00084
2025-03-22 20:04:45.611054,-5.62747,-0.27258,8.02114,-5.52862,3.25622,7.5889,0.00414,0.00613,0.00191,0.00072,-0.00061,0.00042,9.80211,9.93781,0.00764,0.00103
2025-03-22 20:04:45.621122,-5.66943,-0.2116,8.0426,-5.52072,3.27497,7.59678,0.00425,0.00601,0.00182,0.00095,-0.00061,0.00059,9.84229,9.94559,0.00758,0.00127
2025-03-22 20:04:45.631187,-5.69032,-0.13219,8.04947,-5.50268,3.28135,7.6074,0.00423,0.00585,0.00172,0.00117,-0.00059,0.00077,9.85856,9.94582,0.00742,0.00152
2025-03-22 20:04:45.641255,-5.75752,-0.01674,8.07986,-5.516,3.28167,7.5989,0.00405,0.00571,0.00157,0.00138,-0.00056,0.00092,9.92136,9.9468,0.00717,0.00175
2025-03-22 20:04:45.651328,-5.80243,0.07466,8.08574,-5.51685,3.29916,7.58899,0.00339,0.00549,0.0013,0.0016,-0.00056,0.00107,9.95254,9.94549,0.00658,0.002
2025-03-22 20:04:45.661385,-5.84673,0.06476,8.07825,-5.49863,3.32918,7.59351,0.00274,0.00527,0.00105,0.00181,-0.00057,0.00122,9.97229,9.94886,0.00603,0.00226
2025-03-22 20:04:45.671449,-5.84388,0.04893,8.08445,-5.51491,3.38454,7.57989,0.00216,0.0051,0.00082,0.002,-0.0006,0.00133,9.97555,9.96615,0.0056,0.00248
2025-03-22 20:04:45.681530,-5.8385,0.03053,8.08296,-5.51885,3.47908,7.55392,0.00164,0.00499,0.00064,0.00207,-0.00061,0.00137,9.97112,9.98115,0.00529,0.00256
2025-03-22 20:04:45.691590,-5.83778,-0.00357,8.06333,-5.52367,3.50446,7.542,0.00118,0.00494,0.00047,0.002,-0.00062,0.00132,9.95475,9.98368,0.0051,0.00248
2025-03-22 20:04:45.701656,-5.87812,-0.05622,8.04692,-5.53543,3.51519,7.52553,0.00081,0.00496,0.00035,0.00187,-0.00064,0.00124,9.96536,9.98154,0.00504,0.00233
2025-03-22 20:04:45.711769,-5.90872,-0.10336,8.01895,-5.53431,3.54579,7.50995,0.00055,0.00498,0.00025,0.00173,-0.00059,0.00115,9.96129,9.98001,0.00502,0.00216
2025-03-22 20:04:45.721829,-5.93008,-0.13006,8.00089,-5.52623,3.54084,7.51329,0.0004,0.00501,0.00019,0.00161,-0.00056,0.00108,9.95977,9.97629,0.00503,0.00202
2025-03-22 20:04:45.731893,-5.97159,-0.16698,8.00821,-5.51068,3.56799,7.51069,0.00031,0.00507,0.00018,0.00151,-0.00054,0.00103,9.99096,9.9754,0.00508,0.00191
2025-03-22 20:04:45.741973,-6.02776,-0.21973,8.01,-5.49871,3.57942,7.51148,0.00024,0.0051,0.00022,0.00141,-0.00051,0.00099,10.02708,9.97348,0.00511,0.0018
2025-03-22 20:04:45.752033,-6.05882,-0.27508,7.99372,-5.49895,3.58616,7.50877,0.00024,0.00509,0.00037,0.0013,-0.0005,0.00096,10.03417,9.974,0.00511,0.00169
2025-03-22 20:04:45.762107,-6.08773,-0.40312,7.97711,-5.48981,3.60712,7.50732,0.0003,0.00511,0.00065,0.00117,-0.00051,0.00093,10.04277,9.97543,0.00516,0.00158
2025-03-22 20:04:45.772197,-6.11517,-0.38734,7.96526,-5.48537,3.58703,7.51429,0.00052,0.00524,0.00102,0.00102,-0.00052,0.00088,10.04941,9.97099,0.00536,0.00144
2025-03-22 20:04:45.782257,-6.22422,-0.54198,7.93568,-5.48421,3.5724,7.51891,0.00058,0.00541,0.00154,0.0009,-0.00054,0.00084,10.09998,9.96858,0.00565,0.00134
2025-03-22 20:04:45.792321,-6.27916,-0.70517,7.83712,-5.48447,3.56069,7.51519,0.00109,0.00542,0.00227,0.00081,-0.00058,0.00084,10.06705,9.96173,0.00598,0.0013
2025-03-22 20:04:45.803635,-6.28004,-0.6809,7.74606,-5.49067,3.52381,7.50766,0.00224,0.00557,0.00336,0.00077,-0.00062,0.00087,9.9952,9.94634,0.00688,0.00132
2025-03-22 20:04:45.813692,-6.1489,-0.4983,7.86561,-5.4839,3.47994,7.51768,0.00322,0.00553,0.00455,0.00082,-0.00068,0.00095,9.99625,9.93472,0.00785,0.00143
2025-03-22 20:04:45.823777,-6.06719,-0.18305,7.95406,-5.48519,3.44437,7.52545,0.00361,0.00497,0.00598,0.00097,-0.00072,0.00112,10.00557,9.92892,0.00857,0.00165
2025-03-22 20:04:45.833891,-5.85706,-0.33451,7.86163,-5.49196,3.39941,7.53573,0.00299,0.00463,0.00728,0.00139,-0.00071,0.00146,9.8093,9.92496,0.00913,0.00214
