Timestamp,LT_ax (m/s²),LT_ay (m/s²),LT_az (m/s²),LS_ax (m/s²),LS_ay (m/s²),LS_az (m/s²),RS_ax (m/s²),RS_ay (m/s²),RS_az (m/s²),RT_ax (m/s²),RT_ay (m/s²),RT_az (m/s²),LT_gx (rad/s),LT_gy (rad/s),LT_gz (rad/s),LS_gx (rad/s),LS_gy (rad/s),LS_gz (rad/s),RS_gx (rad/s),RS_gy (rad/s),RS_gz (rad/s),RT_gx (rad/s),RT_gy (rad/s),RT_gz (rad/s),LT_a_res (m/s²),LS_a_res (m/s²),RS_a_res (m/s²),RT_a_res (m/s²),LT_g_res (rad/s),LS_g_res (rad/s),RS_g_res (rad/s),RT_g_res (rad/s)
2025-03-17 13:36:30.751619,-9.53712,-2.26709,0.22409,-9.83414,1.20647,0.72177,-9.59223,-0.54213,-1.70632,-6.84307,6.59406,-2.37669,0.00088,-0.00104,-0.00105,0.00192,-0.00208,0.00224,-0.00206,-0.00129,-0.00129,0.00107,-0.0004,0.00031,9.80544,9.93412,9.75788,9.79581,0.00172,0.00361,0.00275,0.00118
2025-03-17 13:36:30.763484,-9.55903,-2.28027,0.21564,-9.83589,1.16761,0.69491,-9.59546,-0.48563,-1.70435,-6.83861,6.58101,-2.40313,0.00101,-0.00112,-0.00121,0.00193,-0.00218,0.00241,-0.00211,-0.00123,-0.00136,0.00109,-0.00044,0.0004,9.82961,9.9293,9.75774,9.79037,0.00193,0.00378,0.0028,0.00124
2025-03-17 13:36:30.775715,-9.56316,-2.3181,0.21128,-9.81431,1.06545,0.64733,-9.61336,-0.45598,-1.72217,-6.87332,6.56818,-2.43241,0.00117,-0.00119,-0.00137,0.00212,-0.00223,0.00255,-0.00238,-0.00114,-0.00146,0.00107,-0.0004,0.00048,9.84237,9.89317,9.77704,9.81326,0.00216,0.004,0.00302,0.00124
2025-03-17 13:36:30.787949,-9.54349,-2.36846,0.21592,-9.7748,0.89256,0.60281,-9.63007,-0.61795,-1.79983,-6.92717,6.54499,-2.46326,0.00144,-0.00116,-0.0016,0.00248,-0.00222,0.00259,-0.00262,-0.0011,-0.00152,0.00099,-0.00026,0.00053,9.83537,9.83396,9.81629,9.84328,0.00245,0.00422,0.00322,0.00115
2025-03-17 13:36:30.801419,-9.52799,-2.403,0.22418,-9.74487,0.73702,0.54949,-9.63483,-0.70636,-1.82702,-6.96355,6.48098,-2.55374,0.00173,-0.00109,-0.00184,0.00326,-0.00206,0.00257,-0.00282,-0.00111,-0.00152,0.00086,-7e-05,0.00047,9.8289,9.78814,9.83193,9.84966,0.00275,0.00463,0.00339,0.00098
2025-03-17 13:36:30.813694,-9.51966,-2.42011,0.2296,-9.71135,0.6547,0.50013,-9.65442,-0.79025,-1.88012,-7.01156,6.44484,-2.601,0.00207,-0.00099,-0.00208,0.00428,-0.00183,0.0025,-0.00309,-0.00111,-0.00151,0.00078,6e-05,0.00039,9.82515,9.74623,9.86748,9.87234,0.0031,0.00528,0.00361,0.00087
2025-03-17 13:36:30.825502,-9.53142,-2.41202,0.23393,-9.67664,0.64508,0.44126,-9.66412,-0.85139,-1.91686,-7.05092,6.45279,-2.61153,0.00254,-0.00078,-0.00239,0.00542,-0.0015,0.00237,-0.00321,-0.00112,-0.00147,0.00079,7e-05,0.0003,9.83466,9.70815,9.88911,9.90828,0.00357,0.0061,0.0037,0.00085
2025-03-17 13:36:30.837889,-9.54681,-2.41512,0.22375,-9.64982,0.70007,0.36712,-9.64579,-0.89144,-1.93429,-7.07428,6.45555,-2.55702,0.00295,-0.00056,-0.00268,0.00639,-0.0009,0.00206,-0.00313,-0.00117,-0.00137,0.00078,4e-05,0.00025,9.8501,9.68214,9.87813,9.91251,0.00402,0.00677,0.00361,0.00082
2025-03-17 13:36:30.849775,-9.57133,-2.43267,0.20221,-9.64417,0.76632,0.32768,-9.63017,-0.88639,-1.9176,-7.07502,6.4434,-2.5249,0.00326,-0.00034,-0.00295,0.00713,-0.00035,0.00167,-0.0029,-0.00122,-0.00124,0.00077,-5e-05,0.00023,9.87771,9.68012,9.85916,9.89689,0.00441,0.00733,0.00338,0.00081
2025-03-17 13:36:30.861658,-9.60626,-2.45342,0.18235,-9.64897,0.84013,0.29445,-9.63084,-0.82325,-1.88199,-7.06101,6.43321,-2.50446,0.00352,-0.00018,-0.00323,0.00767,0.00015,0.00122,-0.00277,-0.00126,-0.00116,0.00076,-0.00017,0.00024,9.91629,9.68995,9.84747,9.87504,0.00478,0.00777,0.00326,0.00081
2025-03-17 13:36:30.874078,-9.63372,-2.48174,0.18488,-9.66,0.90134,0.25374,-9.62922,-0.79451,-1.88031,-7.04813,6.44826,-2.48716,0.00367,-6e-05,-0.00348,0.00766,0.0006,0.00062,-0.00269,-0.00132,-0.00113,0.00072,-0.00025,0.0003,9.94996,9.70528,9.84321,9.87128,0.00506,0.00771,0.0032,0.00082
2025-03-17 13:36:30.885893,-9.63942,-2.50463,0.18188,-9.6547,0.8967,0.23458,-9.61859,-0.78564,-1.9084,-7.06487,6.41819,-2.47284,0.00373,4e-05,-0.00371,0.00744,0.00098,2e-05,-0.00249,-0.0014,-0.00106,0.00066,-0.00026,0.00038,9.96116,9.69909,9.8375,9.86005,0.00526,0.0075,0.00305,0.0008
2025-03-17 13:36:30.899333,-9.61574,-2.52917,0.19958,-9.63754,0.89013,0.23121,-9.59573,-0.80438,-1.9512,-7.0907,6.36997,-2.4755,0.00391,0.00013,-0.00389,0.0071,0.00132,-0.00057,-0.00232,-0.00148,-0.00097,0.00058,-0.00021,0.00046,9.9448,9.68132,9.82508,9.84798,0.00552,0.00724,0.00292,0.00077
2025-03-17 13:36:30.911446,-9.5511,-2.50286,0.24581,-9.64463,0.87362,0.23977,-9.56859,-0.84809,-1.94932,-7.10969,6.31775,-2.50204,0.00413,0.0002,-0.00405,0.00669,0.00167,-0.00117,-0.00227,-0.00152,-0.0009,0.00062,-0.00022,0.0005,9.87665,9.68708,9.80189,9.83473,0.00579,0.00699,0.00288,0.00083
2025-03-17 13:36:30.923326,-9.5068,-2.46147,0.29667,-9.68547,0.86663,0.26886,-9.58109,-0.92254,-1.95571,-7.13397,6.29895,-2.50316,0.00431,0.00023,-0.00421,0.00602,0.00202,-0.00173,-0.00215,-0.00159,-0.00079,0.0007,-0.00028,0.0005,9.82477,9.72788,9.82208,9.84053,0.00603,0.00658,0.00279,0.0009
2025-03-17 13:36:30.935648,-9.49171,-2.41089,0.35051,-9.71959,0.85984,0.30984,-9.57985,-0.91678,-1.94167,-7.1613,6.30807,-2.47511,0.0044,0.00023,-0.00434,0.00525,0.00239,-0.00224,-0.00188,-0.00169,-0.00064,0.00078,-0.00035,0.00049,9.79938,9.76247,9.81754,9.85911,0.00618,0.00619,0.00261,0.00099
2025-03-17 13:36:30.947481,-9.51001,-2.35463,0.41082,-9.74664,0.82714,0.3747,-9.57383,-0.87986,-1.94576,-7.16545,6.33906,-2.43784,0.0042,0.00017,-0.00447,0.0045,0.00277,-0.0027,-0.00163,-0.00175,-0.00046,0.00082,-0.00039,0.00048,9.80578,9.78885,9.8091,9.87271,0.00614,0.00593,0.00244,0.00103
2025-03-17 13:36:30.961225,-9.52251,-2.32183,0.46672,-9.82882,0.83328,0.45625,-9.56136,-0.81205,-1.9263,-7.08502,6.38419,-2.41735,0.00389,6e-05,-0.00458,0.00401,0.00325,-0.00313,-0.00167,-0.00179,-0.00035,0.00075,-0.00037,0.00047,9.81259,9.87463,9.78722,9.83865,0.00601,0.00604,0.00247,0.00096
2025-03-17 13:36:30.973214,-9.54088,-2.31617,0.52006,-9.89695,0.8724,0.51886,-9.5521,-0.74487,-1.92892,-7.02403,6.42699,-2.38205,0.00355,-5e-05,-0.00467,0.00352,0.00376,-0.00343,-0.00174,-0.00182,-0.00025,0.00061,-0.00026,0.00048,9.83176,9.94887,9.77334,9.81414,0.00587,0.00619,0.00253,0.00082
2025-03-17 13:36:30.985121,-9.56036,-2.31786,0.55483,-9.95696,0.93122,0.57971,-9.54254,-0.67151,-1.93891,-6.96375,6.48181,-2.37081,0.00314,-0.00016,-0.00476,0.00305,0.00426,-0.00364,-0.00181,-0.00177,-0.00016,0.00042,-8e-05,0.00052,9.85296,10.0172,9.76065,9.80451,0.0057,0.00638,0.00254,0.00067
2025-03-17 13:36:30.998146,-9.56039,-2.33429,0.58073,-9.99301,1.09744,0.60925,-9.54374,-0.6279,-1.96987,-6.9062,6.50844,-2.36732,0.0028,-0.00028,-0.00483,0.00281,0.00472,-0.00374,-0.002,-0.00162,-0.00012,6e-05,0.0004,0.0006,9.85836,10.07153,9.76512,9.78057,0.00559,0.00665,0.00258,0.00072
2025-03-17 13:36:31.009978,-9.53458,-2.3661,0.59212,-10.00653,1.32828,0.58646,-9.5471,-0.66311,-1.9956,-6.90849,6.50654,-2.36476,0.00254,-0.0004,-0.00486,0.00245,0.00502,-0.00379,-0.00219,-0.00153,-0.00011,-0.00032,0.00095,0.00068,9.84161,10.11133,9.77595,9.78031,0.0055,0.00675,0.00267,0.00121
2025-03-17 13:36:31.022001,-9.50052,-2.41188,0.54405,-10.01568,1.59622,0.53402,-9.54643,-0.72359,-1.99321,-6.96176,6.49807,-2.35865,0.00217,-0.00059,-0.00481,0.00173,0.00508,-0.0038,-0.00231,-0.00147,-9e-05,-0.00061,0.00142,0.00073,9.81698,10.15613,9.7791,9.81092,0.00531,0.00658,0.00274,0.00171
2025-03-17 13:36:31.034069,-9.43452,-2.43271,0.46993,-10.02849,1.84958,0.4868,-9.54542,-0.83419,-1.89367,-7.04698,6.48053,-2.32145,0.00163,-0.00084,-0.00472,0.00054,0.00495,-0.00374,-0.00219,-0.00145,3e-05,-0.00089,0.00188,0.00063,9.75444,10.20924,9.76713,9.85121,0.00506,0.00623,0.00263,0.00217
2025-03-17 13:36:31.045766,-9.39104,-2.41995,0.39916,-9.97917,2.02044,0.46266,-9.54605,-0.92171,-1.76881,-7.09936,6.46076,-2.21489,0.00092,-0.00113,-0.00458,-0.00149,0.00462,-0.00351,-0.00199,-0.00142,0.00016,-0.00111,0.00218,0.00048,9.70604,10.19216,9.7522,9.8513,0.00481,0.00599,0.00245,0.00249
2025-03-17 13:36:31.057932,-9.37996,-2.37911,0.35642,-9.93683,2.05544,0.43736,-9.56282,-0.99579,-1.63663,-7.18362,6.44111,-2.08537,0.00016,-0.00141,-0.0044,-0.0034,0.00432,-0.0032,-0.00172,-0.00135,0.00032,-0.0012,0.00221,0.0003,9.68353,10.15661,9.75283,9.87122,0.00462,0.00636,0.00221,0.00253
2025-03-17 13:36:31.069793,-9.40674,-2.33065,0.37869,-9.90536,2.01596,0.52552,-9.60615,-1.01318,-1.52729,-7.28141,6.44022,-2.03512,-0.00071,-0.00165,-0.00416,-0.00503,0.0041,-0.00279,-0.00123,-0.00127,0.00054,-0.00121,0.00205,0.00014,9.69856,10.12208,9.77943,9.93162,0.00453,0.00706,0.00185,0.00238
2025-03-17 13:36:31.082291,-9.42194,-2.29379,0.38551,-9.86917,2.04443,0.6877,-9.64297,-0.92803,-1.5128,-7.25843,6.48785,-2.05019,-0.00152,-0.00185,-0.00393,-0.00576,0.0039,-0.00209,-0.00088,-0.00122,0.00071,-0.00113,0.00162,-5e-05,9.70479,10.10214,9.80493,9.94888,0.0046,0.00726,0.00166,0.00198
2025-03-17 13:36:31.094866,-9.40922,-2.2734,0.37301,-9.99073,2.2158,0.98111,-9.6583,-0.78981,-1.54188,-7.18692,6.52883,-2.1022,-0.00224,-0.002,-0.00373,-0.00618,0.00353,-0.00124,-0.00063,-0.0011,0.00083,-0.00108,0.00128,-0.00021,9.68715,10.28042,9.81244,9.93462,0.00479,0.00722,0.00152,0.00169
2025-03-17 13:36:31.106593,-9.35836,-2.28221,0.27855,-10.07458,2.28088,1.14309,-9.66579,-0.73665,-1.63813,-7.08808,6.55706,-2.17157,-0.00285,-0.00206,-0.00351,-0.00631,0.00304,-0.00029,-0.00064,-0.00098,0.00083,-0.00102,0.00103,-0.00031,9.63665,10.3926,9.83126,9.89705,0.00497,0.00701,0.00143,0.00148
2025-03-17 13:36:31.121102,-9.33467,-2.29978,0.14555,-10.01819,2.18578,1.28488,-9.65311,-0.68431,-1.74193,-6.97192,6.54256,-2.28569,-0.0033,-0.00205,-0.00326,-0.00587,0.00228,0.00066,-0.00059,-0.00094,0.0008,-0.00099,0.00093,-0.00031,9.6149,10.33405,9.83286,9.83042,0.00507,0.00633,0.00137,0.00139
2025-03-17 13:36:31.132892,-9.33342,-2.34376,0.00015,-9.9738,2.15564,1.42487,-9.61784,-0.61684,-1.83191,-6.89503,6.49435,-2.37986,-0.00361,-0.00197,-0.00299,-0.00519,0.00157,0.00152,-0.00058,-0.00095,0.00077,-0.00098,0.00095,-0.00027,9.6232,10.30309,9.81016,9.76636,0.00508,0.00563,0.00135,0.00139
2025-03-17 13:36:31.144666,-9.28863,-2.4421,-0.1322,-9.92584,2.1892,1.52179,-9.59202,-0.64279,-1.89887,-6.87299,6.43185,-2.44682,-0.00357,-0.00178,-0.00265,-0.00432,0.00095,0.00236,-0.00082,-0.00104,0.00067,-0.00095,0.00104,-0.00021,9.60521,10.27768,9.79927,9.72592,0.00479,0.00501,0.00148,0.00142
2025-03-17 13:36:31.156759,-9.23318,-2.516,-0.22995,-9.86713,2.23519,1.55076,-9.57902,-0.71379,-1.91271,-6.88455,6.38376,-2.53652,-0.00332,-0.00159,-0.00232,-0.00333,0.00034,0.00313,-0.00106,-0.00118,0.00057,-0.00084,0.00107,-0.00023,9.5726,10.23529,9.79416,9.7254,0.00435,0.00458,0.00169,0.00138
2025-03-17 13:36:31.168583,-9.19193,-2.5531,-0.29618,-9.80198,2.26839,1.54162,-9.57173,-0.77921,-1.84794,-6.87753,6.39004,-2.52046,-0.0029,-0.0014,-0.00197,-0.0025,-0.00033,0.00378,-0.00111,-0.00138,0.0005,-0.00074,0.00107,-0.00032,9.54451,10.17846,9.77957,9.72038,0.00378,0.00454,0.00184,0.00134
2025-03-17 13:36:31.180712,-9.1752,-2.53659,-0.34391,-9.74125,2.28969,1.52785,-9.58433,-0.80714,-1.75711,-6.88795,6.40966,-2.42578,-0.00238,-0.00116,-0.00151,-0.00199,-0.00093,0.00427,-0.00047,-0.00176,0.00047,-0.00072,0.00106,-0.0004,9.52559,10.1227,9.77744,9.71658,0.00305,0.0048,0.00188,0.00134
2025-03-17 13:36:31.193452,-9.21087,-2.43749,-0.35959,-9.65916,2.28902,1.48669,-9.58674,-0.7407,-1.69331,-6.90418,6.44283,-2.32372,-0.00162,-0.00092,-0.00106,-0.0017,-0.00144,0.00464,0.00016,-0.0021,0.00045,-0.00071,0.00096,-0.00043,9.53471,10.03739,9.76327,9.72509,0.00214,0.00515,0.00215,0.00127
2025-03-17 13:36:31.205210,-9.23581,-2.3216,-0.32787,-9.57889,2.26695,1.44036,-9.58796,-0.58969,-1.66117,-6.91788,6.50094,-2.27221,-0.00085,-0.00069,-0.00064,-0.0016,-0.00187,0.00488,0.00061,-0.00228,0.0004,-0.00061,0.00065,-0.00038,9.52877,9.94831,9.74865,9.76126,0.00127,0.00547,0.00239,0.00097
2025-03-17 13:36:31.217408,-9.23304,-2.18988,-0.25344,-9.5288,2.22393,1.39803,-9.59731,-0.50334,-1.69958,-6.87931,6.54289,-2.25446,-0.00016,-0.00048,-0.00024,-0.00153,-0.00217,0.00509,0.00069,-0.00234,0.00023,-0.00051,0.00038,-0.00029,9.49257,9.88425,9.75963,9.75792,0.00056,0.00574,0.00245,0.0007
2025-03-17 13:36:31.229122,-9.21981,-2.04311,-0.14006,-9.49231,2.13065,1.33521,-9.55095,-0.44359,-1.80306,-6.81974,6.53696,-2.26443,0.00034,-0.00028,0.0002,-0.00121,-0.00237,0.00524,0.00056,-0.00231,5e-05,-0.00047,0.00026,-0.00017,9.44451,9.81969,9.72977,9.71434,0.00048,0.00588,0.00238,0.00056
2025-03-17 13:36:31.241224,-9.2109,-1.94245,-0.05702,-9.45068,2.05842,1.24572,-9.52128,-0.4446,-1.91575,-6.76993,6.49824,-2.33222,0.0006,-0.00011,0.00064,-0.00086,-0.00251,0.00532,0.00019,-0.00225,-0.00013,-0.00051,0.00034,-1e-05,9.41366,9.75214,9.72227,9.66945,0.00088,0.00594,0.00226,0.00061
2025-03-17 13:36:31.252942,-9.20785,-1.89063,-0.01283,-9.41331,2.01116,1.1545,-9.49946,-0.48011,-2.00087,-6.73917,6.45722,-2.43216,0.00058,4e-05,0.00107,-0.00091,-0.00268,0.00524,-0.00034,-0.0022,-0.00031,-0.0006,0.0006,9e-05,9.39995,9.69474,9.71976,9.64508,0.00122,0.00596,0.00225,0.00085
2025-03-17 13:36:31.264723,-9.20564,-1.88076,0.00505,-9.4004,1.95661,1.07243,-9.46357,-0.57886,-2.02566,-6.72653,6.4244,-2.48004,0.00032,0.00016,0.00148,-0.0011,-0.00285,0.00509,-0.00086,-0.00223,-0.00045,-0.00073,0.00091,0.00014,9.3958,9.66157,9.69523,9.62651,0.00152,0.00594,0.00243,0.00117
2025-03-17 13:36:31.278511,-9.19239,-1.93483,-0.00146,-9.41759,1.87468,0.97376,-9.44157,-0.64016,-2.01535,-6.73628,6.37589,-2.52003,-0.00025,0.00021,0.00193,-0.00131,-0.00299,0.00489,-0.0012,-0.00231,-0.00054,-0.00089,0.00123,0.00012,9.39381,9.65161,9.67547,9.61145,0.00196,0.00588,0.00266,0.00152
2025-03-17 13:36:31.290551,-9.17987,-2.02859,-0.00811,-9.47632,1.77013,0.87137,-9.42061,-0.67245,-1.94847,-6.785,6.311,-2.51469,-0.00085,0.00024,0.0023,-0.00145,-0.00311,0.00464,-0.00147,-0.00249,-0.00062,-0.00104,0.00161,-7e-05,9.40134,9.67953,9.64348,9.60149,0.00246,0.00577,0.00296,0.00192
2025-03-17 13:36:31.302748,-9.19427,-2.18686,-0.00745,-9.62596,1.51301,0.62507,-9.45817,-0.73776,-1.8172,-6.81608,6.26579,-2.5152,-0.00143,0.00026,0.00251,-0.00121,-0.00322,0.00446,-0.00169,-0.0027,-0.00071,-0.00111,0.0019,-0.00036,9.45077,9.76417,9.65937,9.59402,0.0029,0.00563,0.00326,0.00223
2025-03-17 13:36:31.314533,-9.26824,-2.56424,0.00768,-9.82297,1.24702,0.37467,-9.53319,-0.75842,-1.53847,-6.85218,6.27293,-2.49814,-0.0018,0.00034,0.00255,-0.00089,-0.00339,0.00435,-0.00164,-0.00293,-0.0008,-0.00115,0.0021,-0.00073,9.61643,9.90889,9.68627,9.61991,0.00314,0.00559,0.00345,0.0025
2025-03-17 13:36:31.326306,-9.34273,-2.9566,0.08152,-9.98081,0.98972,0.09372,-9.64442,-0.76442,-1.16282,-6.86599,6.37962,-2.40721,-0.00192,0.00049,0.00239,-0.00051,-0.00357,0.00436,-0.0001,-0.00313,-0.00106,-0.0011,0.00198,-0.00115,9.79973,10.0302,9.7443,9.67657,0.0031,0.00566,0.00331,0.00254
2025-03-17 13:36:31.338553,-9.40806,-3.27742,0.22195,-10.09703,0.80087,-0.14612,-9.7468,-0.74626,-0.96064,-6.83038,6.61548,-2.13394,-0.00193,0.00063,0.00199,-0.0001,-0.00386,0.00451,0.00213,-0.0034,-0.00133,-0.00101,0.00158,-0.00136,9.96506,10.1298,9.82242,9.74538,0.00284,0.00594,0.00423,0.00232
2025-03-17 13:36:31.350382,-9.47229,-3.48479,0.39913,-10.08712,0.68305,-0.36934,-9.77272,-0.52761,-1.21501,-6.92871,6.78024,-1.95481,-0.00182,0.00078,0.0012,0.00016,-0.00414,0.00464,0.00444,-0.00359,-0.00158,-0.00085,0.00097,-0.0013,10.10086,10.11696,9.86208,9.88939,0.00232,0.00622,0.00592,0.00183
2025-03-17 13:36:31.362629,-9.48037,-3.58153,0.56888,-10.01889,0.57994,-0.52423,-9.69104,-0.08829,-1.83965,-7.09687,6.82663,-1.95699,-0.00165,0.00092,0.00046,0.00026,-0.00438,0.00468,0.00489,-0.00356,-0.00176,-0.00045,0.00013,-0.001,10.15029,10.04934,9.8645,10.03983,0.00194,0.00642,0.0063,0.0011
2025-03-17 13:36:31.374538,-9.42916,-3.68166,0.66687,-9.91286,0.47615,-0.64,-9.68862,-0.26732,-2.17306,-7.02489,6.67614,-2.25185,-0.00132,0.00104,-0.00013,0.00015,-0.00454,0.0046,0.00298,-0.00283,-0.00206,-1e-05,-0.00044,-0.00052,10.14438,9.9449,9.93293,9.94941,0.00169,0.00646,0.0046,0.00068
2025-03-17 13:36:31.386282,-9.31426,-3.80004,0.6986,-9.84957,0.31847,-0.7039,-9.65894,-0.69218,-2.26774,-6.79455,6.51028,-2.49923,-0.00085,0.00108,-0.00056,1e-05,-0.00445,0.00424,0.00149,-0.00238,-0.00232,0.00032,-0.0005,-0.00012,10.08384,9.87982,9.9457,9.73631,0.00148,0.00615,0.00364,0.00061
2025-03-17 13:36:31.398931,-9.21803,-4.00219,0.6321,-9.84727,0.15476,-0.7567,-9.56412,-0.94234,-2.36837,-6.59736,6.3721,-2.70933,-0.00025,0.00106,-0.00077,0.00011,-0.00424,0.00378,0.00084,-0.00216,-0.00244,0.00053,-0.00022,0.00019,10.06922,9.87751,9.89796,9.56396,0.00133,0.00568,0.00337,0.0006
2025-03-17 13:36:31.410955,-9.19943,-4.19669,0.55306,-9.88492,-0.0468,-0.80421,-9.59642,-0.85461,-2.30291,-6.59872,6.30007,-2.84751,0.00035,0.00108,-0.0009,0.00049,-0.00396,0.00323,0.00049,-0.00208,-0.0023,0.00066,7e-05,0.00017,10.12658,9.91769,9.90581,9.55732,0.00145,0.00513,0.00314,0.00069
2025-03-17 13:36:31.423165,-9.25274,-4.36377,0.48958,-9.93418,-0.28414,-0.85585,-9.66366,-0.8184,-2.19623,-6.80536,6.4523,-2.74939,0.00106,0.00113,-0.00103,0.00109,-0.00364,0.00243,7e-05,-0.00204,-0.00216,0.00086,0.00025,3e-05,10.24184,9.97503,9.94382,9.77263,0.00186,0.00451,0.00297,0.0009
2025-03-17 13:36:31.436793,-9.37508,-4.40579,0.56132,-9.97693,-0.50321,-0.88926,-9.75573,-0.93253,-1.94673,-7.0068,6.63558,-2.55078,0.0022,0.00117,-0.00134,0.00216,-0.00312,0.00162,0.00042,-0.00206,-0.00196,0.0008,0.00041,-0.0001,10.37392,10.02911,9.99168,9.98162,0.00283,0.00413,0.00287,0.0009
2025-03-17 13:36:31.448662,-9.48251,-4.37169,0.69528,-10.01162,-0.64376,-0.91576,-9.86552,-1.06259,-1.44277,-7.18064,6.76809,-2.24976,0.00325,0.00114,-0.00174,0.00322,-0.00257,0.0008,0.00182,-0.00216,-0.00172,0.00057,0.00022,-0.00016,10.46485,10.07401,10.02692,10.12077,0.00386,0.0042,0.00331,0.00063
2025-03-17 13:36:31.460986,-9.54908,-4.29129,0.85939,-10.04415,-0.73587,-0.94868,-9.92704,-1.10276,-1.04582,-7.36469,6.72765,-1.99338,0.00411,0.00101,-0.00222,0.00416,-0.00197,-3e-05,0.00393,-0.0023,-0.00153,0.00047,-0.00026,-0.00019,10.50422,10.11565,10.04271,10.17219,0.00478,0.0046,0.0048,0.00057
