Timestamp,LF_ax (m/s²),LF_ay (m/s²),LF_az (m/s²),RF_ax (m/s²),RF_ay (m/s²),RF_az (m/s²),LF_gx (rad/s),LF_gy (rad/s),LF_gz (rad/s),RF_gx (rad/s),RF_gy (rad/s),RF_gz (rad/s),LF_a_res (m/s²),RF_a_res (m/s²),LF_g_res (rad/s),RF_g_res (rad/s)
2025-03-22 20:08:48.449670,-5.03582,0.0829,8.497,-6.96874,4.07887,5.70731,-9e-05,-0.00042,0.00024,-0.00048,-0.00075,-0.00044,9.87752,9.88807,0.00049,0.00099
2025-03-22 20:08:48.459751,-4.98578,0.00578,8.52618,-6.66397,4.13958,5.98192,-3e-05,-0.00038,0.00028,-0.00034,-0.00076,-0.0003,9.87693,9.86549,0.00047,0.00088
2025-03-22 20:08:48.469846,-4.94719,-0.05735,8.54665,-6.40914,4.19893,6.19419,1e-05,-0.00035,0.00032,-0.0002,-0.00076,-0.00019,9.87538,9.85272,0.00047,0.00081
2025-03-22 20:08:48.479925,-4.91943,-0.10594,8.56422,-6.20001,4.25812,6.36257,4e-05,-0.00032,0.00035,-0.00011,-0.00075,-0.00011,9.87714,9.8516,0.00048,0.00077
2025-03-22 20:08:48.490007,-4.89435,-0.14218,8.57971,-6.03894,4.29687,6.49991,7e-05,-0.00031,0.00037,-5e-05,-0.00075,-6e-05,9.87858,9.85803,0.00049,0.00075
2025-03-22 20:08:48.500102,-4.87309,-0.17069,8.59354,-5.91055,4.32475,6.61337,8e-05,-0.00029,0.00039,-2e-05,-0.00075,-3e-05,9.88054,9.86786,0.00049,0.00075
2025-03-22 20:08:48.510179,-4.8556,-0.19374,8.60341,-5.80832,4.34682,6.70413,9e-05,-0.00028,0.0004,1e-05,-0.00075,1e-05,9.88094,9.8781,0.0005,0.00075
2025-03-22 20:08:48.520261,-4.84352,-0.21505,8.61034,-5.72773,4.36567,6.77459,9e-05,-0.00028,0.00042,2e-05,-0.00074,3e-05,9.88149,9.88742,0.00051,0.00074
2025-03-22 20:08:48.530356,-4.8341,-0.23115,8.61493,-5.65968,4.37884,6.83024,9e-05,-0.00027,0.00043,4e-05,-0.00074,5e-05,9.88124,9.89234,0.00052,0.00074
2025-03-22 20:08:48.540436,-4.82824,-0.24593,8.61981,-5.6081,4.39153,6.87764,9e-05,-0.00026,0.00044,5e-05,-0.00073,7e-05,9.88299,9.90143,0.00052,0.00074
2025-03-22 20:08:48.550518,-4.82068,-0.25657,8.62538,-5.56851,4.39881,6.9134,9e-05,-0.00026,0.00044,5e-05,-0.00073,8e-05,9.88443,9.90722,0.00052,0.00074
2025-03-22 20:08:48.560603,-4.81582,-0.26818,8.62744,-5.53254,4.40989,6.94129,0.0001,-0.00025,0.00045,6e-05,-0.00072,9e-05,9.88417,9.91149,0.00052,0.00073
2025-03-22 20:08:48.570682,-4.81218,-0.27556,8.62909,-5.50663,4.41661,6.96503,0.00011,-0.00024,0.00046,7e-05,-0.00072,9e-05,9.88404,9.91671,0.00053,0.00073
2025-03-22 20:08:48.580759,-4.80663,-0.28147,8.63209,-5.48495,4.41983,6.98307,0.00012,-0.00024,0.00047,8e-05,-0.00072,0.0001,9.88412,9.91881,0.00054,0.00073
2025-03-22 20:08:48.590839,-4.80531,-0.27901,8.63329,-5.47095,4.42671,6.99607,0.00013,-0.00023,0.00048,9e-05,-0.00072,0.0001,9.88446,9.92331,0.00055,0.00073
2025-03-22 20:08:48.600919,-4.80473,-0.27729,8.63616,-5.4564,4.43006,7.00766,0.00012,-0.00023,0.00048,9e-05,-0.00072,0.0001,9.88664,9.92497,0.00055,0.00073
2025-03-22 20:08:48.610997,-4.80234,-0.27711,8.6399,-5.44309,4.4337,7.01862,0.00011,-0.00023,0.00047,9e-05,-0.00072,0.00011,9.88874,9.92703,0.00053,0.00073
2025-03-22 20:08:48.621074,-4.8002,-0.27839,8.63834,-5.43411,4.43398,7.02618,0.0001,-0.00023,0.00047,9e-05,-0.00073,0.0001,9.88637,9.92758,0.00053,0.00074
2025-03-22 20:08:48.631155,-4.79825,-0.28445,8.63829,-5.42693,4.43684,7.03414,8e-05,-0.00023,0.00046,8e-05,-0.00073,0.0001,9.88555,9.93057,0.00052,0.00074
2025-03-22 20:08:48.641238,-4.79549,-0.29169,8.63921,-5.42119,4.43457,7.0398,8e-05,-0.00022,0.00046,8e-05,-0.00073,9e-05,9.88523,9.93043,0.00052,0.00074
2025-03-22 20:08:48.651324,-4.79472,-0.29508,8.6397,-5.41731,4.43516,7.04528,8e-05,-0.00022,0.00046,7e-05,-0.00073,9e-05,9.88538,9.93247,0.00052,0.00074
2025-03-22 20:08:48.661406,-4.79577,-0.29517,8.64034,-5.41325,4.4373,7.04799,8e-05,-0.00021,0.00046,7e-05,-0.00073,9e-05,9.88646,9.93313,0.00051,0.00074
2025-03-22 20:08:48.671481,-4.79566,-0.295,8.63893,-5.41263,4.43447,7.04824,9e-05,-0.00021,0.00046,6e-05,-0.00073,8e-05,9.88517,9.93171,0.00051,0.00074
2025-03-22 20:08:48.681561,-4.79701,-0.29391,8.63924,-5.40927,4.43842,7.05012,9e-05,-0.00022,0.00046,6e-05,-0.00073,7e-05,9.88606,9.93297,0.00052,0.00074
2025-03-22 20:08:48.691646,-4.79832,-0.29351,8.63901,-5.40849,4.43943,7.05162,9e-05,-0.00022,0.00045,6e-05,-0.00073,7e-05,9.88648,9.93407,0.00051,0.00074
2025-03-22 20:08:48.701722,-4.79675,-0.29654,8.63907,-5.40979,4.43856,7.05258,9e-05,-0.00022,0.00045,6e-05,-0.00073,6e-05,9.88586,9.93507,0.00051,0.00073
2025-03-22 20:08:48.711798,-4.7962,-0.29921,8.63767,-5.41034,4.435,7.05192,9e-05,-0.00022,0.00045,5e-05,-0.00074,6e-05,9.88445,9.93331,0.00051,0.00074
2025-03-22 20:08:48.721884,-4.79289,-0.30062,8.63871,-5.41174,4.43239,7.05234,0.0001,-0.00022,0.00045,6e-05,-0.00075,5e-05,9.8838,9.9332,0.00051,0.00075
2025-03-22 20:08:48.731960,-4.79336,-0.29936,8.63787,-5.40975,4.43221,7.05436,0.00011,-0.00021,0.00046,6e-05,-0.00076,6e-05,9.88325,9.93347,0.00052,0.00076
2025-03-22 20:08:48.742041,-4.79349,-0.29716,8.63863,-5.40721,4.43231,7.05693,0.00012,-0.00021,0.00046,6e-05,-0.00077,6e-05,9.88392,9.93396,0.00052,0.00077
2025-03-22 20:08:48.752161,-4.79407,-0.29731,8.63709,-5.4078,4.43454,7.05922,0.00012,-0.00021,0.00046,5e-05,-0.00077,6e-05,9.88286,9.9369,0.00052,0.00077
2025-03-22 20:08:48.762247,-4.79359,-0.29695,8.63609,-5.40756,4.43393,7.06106,0.00011,-0.00022,0.00046,5e-05,-0.00077,7e-05,9.88174,9.93781,0.00052,0.00077
2025-03-22 20:08:48.772328,-4.79319,-0.29714,8.63458,-5.4088,4.43225,7.06109,0.00011,-0.00022,0.00046,5e-05,-0.00077,7e-05,9.88023,9.93775,0.00052,0.00077
2025-03-22 20:08:48.782405,-4.7936,-0.29921,8.63528,-5.41003,4.4278,7.06183,0.00011,-0.00022,0.00046,4e-05,-0.00077,7e-05,9.8811,9.93697,0.00052,0.00077
2025-03-22 20:08:48.792483,-4.79536,-0.30158,8.6368,-5.41197,4.42375,7.06051,0.0001,-0.00022,0.00046,4e-05,-0.00077,8e-05,9.88336,9.93528,0.00052,0.00078
2025-03-22 20:08:48.802565,-4.79533,-0.30228,8.63562,-5.41209,4.42578,7.06042,0.0001,-0.00022,0.00046,4e-05,-0.00077,9e-05,9.88233,9.93619,0.00052,0.00078
2025-03-22 20:08:48.812682,-4.79698,-0.30523,8.63492,-5.41123,4.4243,7.06082,0.0001,-0.00022,0.00046,4e-05,-0.00078,0.0001,9.88261,9.93534,0.00052,0.00079
2025-03-22 20:08:48.822758,-4.79687,-0.30664,8.63627,-5.40958,4.42311,7.05994,0.0001,-0.00022,0.00046,4e-05,-0.00078,0.0001,9.88378,9.93329,0.00052,0.00079
2025-03-22 20:08:48.832840,-4.79606,-0.30824,8.63544,-5.40755,4.42359,7.06067,0.00011,-0.00022,0.00047,3e-05,-0.00079,0.00011,9.88271,9.93292,0.00053,0.0008
2025-03-22 20:08:48.842922,-4.79541,-0.30642,8.63669,-5.40807,4.42158,7.0615,0.00012,-0.00023,0.00047,3e-05,-0.00079,0.00011,9.88343,9.93289,0.00054,0.0008
2025-03-22 20:08:48.853000,-4.79202,-0.30782,8.63601,-5.40921,4.42213,7.06216,0.00013,-0.00023,0.00048,2e-05,-0.0008,0.00011,9.88124,9.93423,0.00055,0.00081
2025-03-22 20:08:48.863076,-4.7917,-0.30752,8.63762,-5.40773,4.42425,7.06293,0.00013,-0.00023,0.00048,1e-05,-0.00081,0.00011,9.88248,9.93491,0.00055,0.00082
2025-03-22 20:08:48.873146,-4.79265,-0.30344,8.63963,-5.40702,4.42809,7.06139,0.00014,-0.00023,0.00048,0.0,-0.00082,0.00011,9.88457,9.93514,0.00055,0.00083
2025-03-22 20:08:48.883219,-4.79244,-0.30042,8.64004,-5.40669,4.42686,7.06255,0.00014,-0.00023,0.00048,-1e-05,-0.00082,0.0001,9.88474,9.93524,0.00055,0.00083
2025-03-22 20:08:48.893296,-4.79491,-0.30016,8.63941,-5.405,4.4254,7.06683,0.00013,-0.00023,0.00048,-2e-05,-0.00083,0.0001,9.88538,9.93671,0.00055,0.00084
2025-03-22 20:08:48.903368,-4.79545,-0.3009,8.63915,-5.40771,4.42231,7.06786,0.00012,-0.00023,0.00048,-3e-05,-0.00084,9e-05,9.88543,9.93754,0.00055,0.00085
2025-03-22 20:08:48.913453,-4.7966,-0.3027,8.63941,-5.40868,4.41817,7.06797,0.00012,-0.00023,0.00047,-4e-05,-0.00085,9e-05,9.88627,9.93631,0.00054,0.00086
2025-03-22 20:08:48.923530,-4.79824,-0.3027,8.63532,-5.41041,4.41581,7.06758,0.00012,-0.00023,0.00047,-4e-05,-0.00086,0.0001,9.8835,9.93592,0.00054,0.00087
2025-03-22 20:08:48.933603,-4.79668,-0.30557,8.63611,-5.41084,4.41321,7.06559,0.00011,-0.00023,0.00048,-4e-05,-0.00087,0.00011,9.88352,9.93359,0.00054,0.00088
2025-03-22 20:08:48.943676,-4.79567,-0.30619,8.63794,-5.4076,4.41998,7.06687,0.00012,-0.00023,0.00048,-4e-05,-0.00087,0.00011,9.88465,9.93574,0.00055,0.00088
2025-03-22 20:08:48.953815,-4.79462,-0.30908,8.63893,-5.40931,4.42061,7.06741,0.00012,-0.00022,0.00048,-1e-05,-0.00087,0.00011,9.88509,9.93734,0.00054,0.00088
2025-03-22 20:08:48.963890,-4.79378,-0.30971,8.63852,-5.40589,4.42805,7.06689,0.00014,-0.00022,0.00048,1e-05,-0.00087,0.00011,9.88434,9.93842,0.00055,0.00088
2025-03-22 20:08:48.973970,-4.79024,-0.31118,8.64131,-5.40292,4.42922,7.06313,0.00015,-0.00022,0.00049,1e-05,-0.00088,9e-05,9.88511,9.93465,0.00056,0.00088
2025-03-22 20:08:48.984061,-4.791,-0.30637,8.64162,-5.40461,4.41676,7.06609,0.00016,-0.00022,0.00049,-0.0,-0.00088,8e-05,9.8856,9.93213,0.00056,0.00088
2025-03-22 20:08:48.994135,-4.79208,-0.30061,8.63924,-5.3995,4.42043,7.06751,0.00016,-0.00022,0.00049,-0.0,-0.00087,8e-05,9.88387,9.93199,0.00056,0.00087
2025-03-22 20:08:49.004213,-4.79319,-0.29552,8.63733,-5.40163,4.4181,7.06913,0.00014,-0.00021,0.00048,0.0,-0.00087,8e-05,9.88258,9.93327,0.00054,0.00087
2025-03-22 20:08:49.014309,-4.79527,-0.29433,8.63701,-5.40358,4.41862,7.06778,0.00013,-0.00021,0.00048,2e-05,-0.00087,8e-05,9.88328,9.9336,0.00054,0.00087
2025-03-22 20:08:49.024383,-4.79502,-0.29241,8.63531,-5.39916,4.42312,7.07006,0.00012,-0.00021,0.00047,3e-05,-0.00088,7e-05,9.88161,9.93482,0.00053,0.00088
2025-03-22 20:08:49.034462,-4.79482,-0.29064,8.63826,-5.40112,4.41953,7.0714,9e-05,-0.00021,0.00047,2e-05,-0.00087,7e-05,9.88404,9.93524,0.00052,0.00087
2025-03-22 20:08:49.044557,-4.79394,-0.29113,8.63966,-5.40508,4.4224,7.06506,7e-05,-0.00021,0.00046,2e-05,-0.00088,6e-05,9.88485,9.93416,0.00051,0.00088
2025-03-22 20:08:49.054632,-4.79276,-0.29297,8.63935,-5.40491,4.42518,7.05974,4e-05,-0.00021,0.00046,6e-05,-0.00089,4e-05,9.88407,9.93153,0.00051,0.00089
2025-03-22 20:08:49.064709,-4.78942,-0.29826,8.64125,-5.40333,4.42884,7.05813,2e-05,-0.0002,0.00045,9e-05,-0.00089,1e-05,9.88427,9.93115,0.00049,0.00089
2025-03-22 20:08:49.074815,-4.79178,-0.29915,8.63727,-5.40733,4.4344,7.04271,-1e-05,-0.00019,0.00044,0.00013,-0.00088,-4e-05,9.88196,9.92486,0.00048,0.00089
2025-03-22 20:08:49.084885,-4.79079,-0.2977,8.63815,-5.41101,4.43382,7.0378,-3e-05,-0.00018,0.00044,0.00022,-0.0008,-9e-05,9.8822,9.92313,0.00048,0.00083
